"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","significant","direction"
"11726288_a_at",-1.61650612244897,6.50907857142857,-24.7093945953221,3.33079550418107e-62,9.50836224101077e-60,131.228265694668,"UGT2B11","Significant","Down"
"11754967_s_at",1.13677857142857,9.84603928571429,24.6913490037862,3.71362023266917e-62,1.05402786672758e-59,131.11988597394,"TPM2","Significant","Up"
"11740072_s_at",-1.26555408163265,8.36547091836735,-24.6882624714265,3.78338787815922e-62,1.06472528789097e-59,131.101344467988,"TPM2","Significant","Down"
"11750844_a_at",-2.29342448979591,3.93478469387755,-24.6877792684704,3.79442859654175e-62,1.06472528789097e-59,131.098441647487,"SSX1","Significant","Down"
"11733699_a_at",2.27890612244897,6.12616326530612,24.6673449830954,4.29215906399538e-62,1.19758512731342e-59,130.975656365999,"AURKAIP1","Significant","Up"
"11734459_x_at",-3.48285612244897,4.94726275510204,-24.6484150299063,4.81154858944604e-62,1.33496145302462e-59,130.861862857219,"AURKAIP1","Significant","Down"
"11717820_a_at",-5.58424795918366,7.86446887755102,-24.6329787334056,5.28144481269192e-62,1.45714767329387e-59,130.769036970414,"AURKAIP1","Significant","Down"
"11730498_s_at",-1.72315408163265,10.2405484693878,-24.6265338986369,5.49101225366253e-62,1.50655072866321e-59,130.730272095701,"PGAM4","Significant","Down"
"11742999_x_at",-1.82555510204081,9.53492346938775,-24.6205775165469,5.69210991267761e-62,1.55309690689225e-59,130.694440499605,"KRT17","Significant","Down"
"11726105_s_at",-1.85274285714285,6.66085918367347,-24.6076817155811,6.1531813004968e-62,1.66967588849635e-59,130.616848208385,"ASIP","Significant","Down"
"11722168_a_at",1.79208673469387,8.32292397959184,24.6050941970032,6.25011514834956e-62,1.68046069780704e-59,130.601276907908,"CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8","Significant","Up"
"11746733_x_at",-1.80308469387755,4.62260357142857,-24.6048066823039,6.26098020484543e-62,1.68046069780704e-59,130.599546634741,"CCKAR","Significant","Down"
"11746931_a_at",3.28427040816326,5.19932397959184,24.5973560356298,6.54924333689112e-62,1.74832935911192e-59,130.554704720407,"C15orf40","Significant","Up"
"11749885_a_at",-2.36566428571428,5.12317908163265,-24.5552314472481,8.44838217963902e-62,2.24318173292286e-59,130.301043790983,"C15orf40","Significant","Down"
"11718415_x_at",0.871036734693876,10.9277785714286,24.5503288519699,8.70261552448124e-62,2.29832818337984e-59,130.271507233386,"C15orf40","Not Significant","NS"
"11740000_a_at",-1.5652193877551,6.32499948979592,-24.5436543570858,9.06112033957651e-62,2.38027919728897e-59,130.231290630575,"C15orf40","Significant","Down"
"11744183_a_at",-2.3929387755102,7.11621734693878,-24.4945938331349,1.21934187901183e-61,3.1861596844909e-59,129.93550646788,"CASP14","Significant","Down"
"11734548_a_at",3.31127244897958,8.5703556122449,24.4865427085959,1.28026090037175e-61,3.32773499082943e-59,129.886937239153,"AGRP","Significant","Up"
"11724759_s_at",-1.15825612244898,10.3279841836735,-24.4714775924375,1.40257638843126e-61,3.62657788057938e-59,129.796033212121,"CLDN3","Significant","Down"
"11719018_at",1.39358163265306,6.24381836734694,24.455724265715,1.54304343853556e-61,3.96899704455818e-59,129.700945550532,"TBX5","Significant","Up"
"11733744_at",-6.60750714285713,8.38298112244898,-24.4469220241899,1.62759125779622e-61,4.16477833458674e-59,129.647801129328,"ST8SIA1","Significant","Down"
"11744689_x_at",1.23992040816326,7.26302653061224,24.422124102851,1.89162664100147e-61,4.81545738621126e-59,129.498028108167,"TRPT1","Significant","Up"
"11722169_x_at",1.71011428571428,8.35663163265306,24.4026731104174,2.12848796186979e-61,5.39064135820009e-59,129.380494332351,"HECTD2","Significant","Up"
"11743657_x_at",-3.97389591836734,7.73145408163265,-24.4003875265789,2.1582065409605e-61,5.43801980774874e-59,129.366680392004,"CCL27","Significant","Down"
"11743161_x_at",2.25955204081632,6.94010765306122,24.3527607417518,2.88164115502569e-61,7.22399645086795e-59,129.078675363995,"KRT33A","Significant","Up"
"11721561_a_at",-2.86272653061224,9.19915,-24.3409091006906,3.09671176657135e-61,7.72394986383297e-59,129.006962131323,"FXN","Significant","Down"
"11755608_x_at",1.73645408163265,3.49008418367347,24.3326523938124,3.25599637988132e-61,8.08043403099593e-59,128.956990952069,"SH2D2A","Significant","Up"
"11757845_s_at",-1.94947653061224,8.17149744897959,-24.3312067593207,3.28471898048801e-61,8.11095657851903e-59,128.948240800447,"PRAMEF7 /// PRAMEF8","Significant","Down"
"11726432_a_at",1.91200102040816,6.35205459183674,24.32776673506,3.35409364816651e-61,8.24105815464434e-59,128.927417914946,"SSX3","Significant","Up"
"11734550_x_at",3.10898979591836,9.23618775510204,24.2676515895461,4.83394387555897e-61,1.18182748632849e-58,128.563290256092,"NOP16","Significant","Up"
"11725985_s_at",0.910071428571426,10.3105173469388,24.2656420174118,4.89340364467623e-61,1.1904710955467e-58,128.551109983589,"NT5C1A","Not Significant","NS"
"11716408_a_at",1.75996122448979,8.37888571428571,24.2504749200976,5.36649536103758e-61,1.29353945565316e-58,128.459163681465,"CEMP1","Significant","Up"
"11734549_s_at",3.06090918367346,8.59121989795918,24.2503845173936,5.36944859694846e-61,1.29353945565316e-58,128.458615552397,"PLCB3","Significant","Up"
"11749300_x_at",1.64503673469387,6.56477857142857,24.2453002601022,5.53819068006471e-61,1.32771400449357e-58,128.427787041853,"HOXA10","Significant","Up"
"11730346_x_at",1.74189081632652,7.52503724489796,24.2305123336592,6.05985119084664e-61,1.44575754063359e-58,128.338101392312,"AREG","Significant","Up"
"11715753_a_at",-1.91892244897959,4.75297857142857,-24.21493921836,6.66261499899033e-61,1.58192261701989e-58,128.243623620943,"MLXIPL","Significant","Down"
"11759055_at",-2.7126387755102,4.68319897959184,-24.1963940733446,7.4594062879347e-61,1.76263272218155e-58,128.131075066525,"MLXIPL","Significant","Down"
"11721972_at",1.71798979591836,6.32724489795918,24.1935954110364,7.5876888159161e-61,1.78440761839444e-58,128.114086471465,"MLXIPL","Significant","Up"
"11755321_x_at",1.51048061224489,6.41146887755102,24.1796637060004,8.25998248323723e-61,1.93330566311447e-58,128.029502616881,"MLXIPL","Significant","Up"
"11755975_x_at",-4.66682448979591,8.00175918367347,-24.1774845688977,8.37041659114029e-61,1.94973763174601e-58,128.016270139612,"DEFB103A /// DEFB103B","Significant","Down"
"11727636_at",-3.30674081632652,3.94867653061224,-24.1767271563418,8.40914663187745e-61,1.94973763174601e-58,128.011670725863,"FOXC2","Significant","Down"
"11743991_at",1.72055714285714,4.93301326530612,24.1701637387854,8.75238563024657e-61,2.01983792866989e-58,127.971811086871,"LHB","Significant","Up"
"11721514_a_at",1.15729591836734,7.51048979591837,24.1049592144251,1.30275384064647e-60,2.98857935527413e-58,127.5755259063,"LOC100289135","Significant","Up"
"11734472_a_at",-2.59866020408163,4.11572908163265,-24.1044113600562,1.30711768667074e-60,2.98857935527413e-58,127.572193987644,"LOC100289135","Significant","Down"
"11756338_x_at",-2.63310714285714,7.26121887755102,-24.10143572691,1.3310770715963e-60,3.02933512709009e-58,127.554096233939,"HLA-C","Significant","Down"
"11720664_at",-1.62265204081632,8.62303826530612,-24.0911717619019,1.41715406147364e-60,3.21043901284117e-58,127.49166230628,"CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8","Significant","Down"
"11731317_a_at",-3.08373061224489,5.15493775510204,-24.0890844976946,1.43533059091438e-60,3.23676879282636e-58,127.478964196413,"CYP2C19","Significant","Down"
"11724236_a_at",1.65243163265306,6.48173724489796,24.0522117623974,1.79791041894905e-60,4.03598199773716e-58,127.254553213792,"MAGEA1","Significant","Up"
"11735214_a_at",-2.4249469387755,6.32822346938775,-24.0388331732919,1.95108959992237e-60,4.36002312134689e-58,127.173087029145,"TTN","Significant","Down"
"11719110_a_at",1.21889387755102,5.50147857142857,24.0231772228972,2.14705586257045e-60,4.77632886616687e-58,127.077724369956,"KRTAP10-8","Significant","Up"
"11744033_s_at",1.89342346938775,9.69575663265306,23.9827868903214,2.74878364082397e-60,6.08750802178174e-58,126.831556853874,"FABP12","Significant","Up"
"11727554_s_at",-4.45381122448978,7.33243214285714,-23.9707318207214,2.95925399034599e-60,6.52436239139407e-58,126.758044396056,"NKX1-2","Significant","Down"
"11720391_a_at",1.5554193877551,7.72208826530612,23.9470484924279,3.42100994634364e-60,7.50888876489454e-58,126.61356830226,"PPIAL4A /// PPIAL4G","Significant","Up"
"11744030_a_at",5.55559999999998,4.85977448979592,23.9293816800266,3.81196571127473e-60,8.32998843438114e-58,126.505748421414,"C11orf90","Significant","Up"
"11732094_a_at",-3.96410408163264,5.21117857142857,-23.8964580134178,4.66415796473693e-60,1.014731741174e-57,126.304710497664,"C11orf90","Significant","Down"
"11750675_x_at",-2.18184489795918,4.45498265306122,-23.8764930539884,5.27154148803942e-60,1.14184363126454e-57,126.182733585325,"CBWD1 /// CBWD3","Significant","Down"
"11721417_at",-4.01554387755101,5.13727091836735,-23.8696097454525,5.4988533893298e-60,1.18587936019843e-57,126.140667905178,"FLJ44082","Significant","Down"
"11759622_s_at",1.29966632653061,9.96430357142857,23.8671323765885,5.58305031990622e-60,1.19880227434299e-57,126.125526586622,"SLC6A15","Significant","Up"
"11722085_a_at",1.94990510204081,5.59123010204082,23.85762813506,5.9182427073232e-60,1.26527417464876e-57,126.067430794486,"ZNF735","Significant","Up"
"11744031_at",5.11703367346938,4.68029132653061,23.8465883914467,6.33302345502862e-60,1.34811507047432e-57,125.999934628957,"DSN1","Significant","Up"
"11753736_s_at",-5.11804999999998,6.67226173469388,-23.8256452359678,7.2017495962308e-60,1.52646182643543e-57,125.87184711056,"NXNL2","Significant","Down"
"11721977_a_at",-2.43438367346938,5.86277959183673,-23.8213292324088,7.39513170669243e-60,1.56075202763552e-57,125.845443663097,"NXNL2","Significant","Down"
"11724341_at",-3.10671020408163,4.28118979591837,-23.8040511464789,8.22290411701427e-60,1.72806954350156e-57,125.739720042668,"NXNL2","Significant","Down"
"11730369_a_at",-2.02483367346938,6.29678010204082,-23.7995759757596,8.45206488496253e-60,1.76870201868119e-57,125.712330533221,"OR6P1","Significant","Down"
"11720140_at",-1.64413163265306,6.11445255102041,-23.7942953454003,8.73072694366005e-60,1.81930667020926e-57,125.680008068627,"SP9","Significant","Down"
"11724620_a_at",-2.72305102040816,4.51188469387755,-23.781074969706,9.46948171082809e-60,1.96495724273511e-57,125.599071269267,"GH1 /// GH2","Significant","Down"
"11761921_x_at",-3.45859591836734,5.10192448979592,-23.7640780652558,1.05121836769311e-59,2.1721954103302e-57,125.494981403762,"DCAF12L2","Significant","Down"
"11739062_s_at",1.3441581632653,7.15637704081633,23.7434741422836,1.19318674680173e-59,2.45528002823127e-57,125.368752685877,"TTN","Significant","Up"
"11744691_x_at",1.31532551020408,7.7145556122449,23.7312704335245,1.2861897846268e-59,2.63448646373041e-57,125.293961910133,"CT47A1 /// CT47A10 /// CT47A11 /// CT47A2 /// CT47A3 /// CT47A4 /// CT47A5 /// CT47A6 /// CT47A7 /// CT47A8 /// CT47A9 /// CT47B1","Significant","Up"
"11726759_s_at",1.52928163265306,7.00344591836735,23.7306705857732,1.29094424375888e-59,2.63448646373041e-57,125.290285237514,"C1orf129","Significant","Up"
"11753653_a_at",-5.06081326530611,6.85468214285714,-23.7142628209718,1.42806085929857e-59,2.90231331676211e-57,125.189698665334,"BRI3","Significant","Down"
"11734319_a_at",-2.37733367346938,4.13992091836735,-23.6974709851723,1.58353394924765e-59,3.20509867285018e-57,125.086722109208,"MUC16","Significant","Down"
"11745020_a_at",2.49571530612244,6.4120443877551,23.6954428221822,1.60342713693746e-59,3.23211643203238e-57,125.074281896274,"GSTP1","Significant","Up"
"11731120_at",-2.42542551020407,3.96430867346939,-23.6668271900252,1.91236530443945e-59,3.83918995630271e-57,124.898705433115,"ADAMTS15","Significant","Down"
"11738092_a_at",-3.20704591836734,6.21879642857143,-23.6638519662224,1.94773348639639e-59,3.89436299429846e-57,124.880444423134,"EBI3","Significant","Down"
"11763511_a_at",-1.66653469387754,4.5130387755102,-23.6615278776571,1.97581722262169e-59,3.93268630447967e-57,124.866179097945,"HBB /// HBD","Significant","Down"
"11730499_a_at",-1.97527346938775,4.61627959183673,-23.6609529563344,1.98282689388782e-59,3.93268630447967e-57,124.862650107651,"HBB","Significant","Down"
"11756224_s_at",1.73376836734693,8.42862908163265,23.6600788058639,1.99353272685295e-59,3.9381042899344e-57,124.857284304154,"COX7C","Significant","Up"
"11746433_a_at",2.6014969387755,3.72937602040816,23.6485360834136,2.14045907470604e-59,4.21150246467858e-57,124.786422420779,"COL1A1","Significant","Up"
"11717158_at",1.40118265306122,6.75519846938776,23.6401575184653,2.2538710898957e-59,4.41705070022179e-57,124.734974989531,"COL1A1","Significant","Up"
"11721978_a_at",-2.43370714285713,5.60160357142857,-23.6231269427854,2.50332347171228e-59,4.87956094003882e-57,124.630373551827,"COL1A1","Significant","Down"
"11754709_x_at",-2.00111530612244,4.45548826530612,-23.6227184574041,2.50963527876293e-59,4.87956094003882e-57,124.627864190213,"COL1A2","Significant","Down"
"11721305_a_at",3.13982653061224,6.93897959183673,23.6072937123653,2.76003132903491e-59,5.34536891042031e-57,124.533093095892,"COL1A2","Significant","Up"
"11743467_at",1.81996632653061,7.7744637755102,23.5943545980016,2.98931432490142e-59,5.76680770506178e-57,124.453570616629,"COL1A2","Significant","Up"
"11727749_a_at",-1.88203367346938,3.74903928571429,-23.5719517111743,3.43241370778405e-59,6.59584371099702e-57,124.315834417542,"COL1A2","Significant","Down"
"11741602_x_at",-3.62194387755101,5.40377193877551,-23.548467995473,3.9678311888614e-59,7.59516709663214e-57,124.171384623555,"LOC100291837 /// RPS21","Significant","Down"
"11724299_s_at",1.27758367346938,4.59118367346939,23.5411384417857,4.15152763060049e-59,7.91611365115196e-57,124.126285727953,"CST3","Significant","Up"
"11715984_s_at",1.11215306122449,8.5728193877551,23.5368728126834,4.26233801803641e-59,8.09614712918255e-57,124.100036080101,"TIMP1","Significant","Up"
"11744199_a_at",-1.95805204081632,7.94260969387755,-23.5304082047629,4.43595530473996e-59,8.39364324444014e-57,124.060250040758,"TIMP1","Significant","Down"
"11718531_a_at",1.52134081632653,6.34012448979592,23.5208770833883,4.70495591544639e-59,8.8686623221464e-57,124.001581640188,"ATP6V0E1","Significant","Up"
"11725226_at",-4.34460510204081,6.54060051020408,-23.513415516288,4.92692088454936e-59,9.25174581005152e-57,123.955644232689,"ATP6V0E1","Significant","Down"
"11736191_s_at",-4.76628469387754,6.45850867346939,-23.5037211749173,5.23107431889298e-59,9.78567561791094e-57,123.895950100874,"A2M","Significant","Down"
"11755607_a_at",2.05497346938775,3.46562040816327,23.4928289380299,5.59534588685571e-59,1.0427613281821e-56,123.82886552754,"SPDEF","Significant","Up"
"11745286_a_at",-1.77645102040816,5.25646224489796,-23.482027000114,5.98173290415728e-59,1.11057842558162e-56,123.762322210023,"SPDEF","Significant","Down"
"11729751_a_at",-1.74456122448979,5.52982755102041,-23.445841430685,7.48206125694803e-59,1.38392912822335e-56,123.539299760583,"Septin 2","Significant","Down"
"11725980_at",-3.97044285714284,6.91118265306122,-23.4351002018351,7.99624168813636e-59,1.47351638809814e-56,123.473066347283,"Septin 2","Significant","Down"
"11725771_at",-2.26169285714285,5.50342806122449,-23.4300857637091,8.2482772908549e-59,1.5143101200229e-56,123.442140905025,"SERPING1","Significant","Down"
"11721860_s_at",-1.14485204081632,7.92857704081633,-23.4286663965363,8.32105409109394e-59,1.52201324941765e-56,123.433386690744,"NDUFA4","Significant","Down"
"11725770_x_at",-1.9191,8.63357857142857,-23.4068942500087,9.52166973549087e-59,1.73519255187067e-56,123.29907081082,"LGALS3BP","Significant","Down"
"11717791_a_at",-1.74587346938775,7.5417887755102,-23.3993381493251,9.97777865506365e-59,1.81162712006976e-56,123.252441935529,"UBA1","Significant","Down"
"11719592_at",-1.59728163265306,6.12880510204082,-23.3879426486234,1.0707445680311e-58,1.93698868999209e-56,123.182106319381,"MDH1","Significant","Down"
"11716943_at",1.46209795918367,6.05003367346939,23.3818142546608,1.11217513191575e-58,2.00459419944493e-56,123.144273662532,"TRIM28","Significant","Up"
"11726289_at",-1.64929693877551,7.45241785714286,-23.367826777429,1.21286247785878e-58,2.17812459387395e-56,123.05790635257,"CALR","Significant","Down"
"11730765_at",-5.26106020408162,5.63912397959184,-23.3571774006479,1.29561132386601e-58,2.3182993058133e-56,122.99213387753,"CALR","Significant","Down"
"11718929_a_at",2.25311836734693,4.34461326530612,23.3525607868378,1.33322190007377e-58,2.37698544249253e-56,122.963616362816,"RPS11","Significant","Up"
"11744365_a_at",1.77106224489795,9.249625,23.2927540194791,1.93198869664945e-58,3.43212927240034e-56,122.593936478439,"COX4I1","Significant","Up"
"11757964_s_at",1.90964285714285,6.32594897959184,23.2788028065605,2.10675096613632e-58,3.72917574242323e-56,122.507635413607,"TG","Significant","Up"
"11757530_a_at",0.957212244897956,8.88616020408163,23.2581955145617,2.39433110893154e-58,4.22308700520333e-56,122.380115211211,"LAPTM4B","Not Significant","NS"
"11724090_s_at",-3.68532040816325,5.75039081632653,-23.2560743843517,2.42608216806798e-58,4.26386099474039e-56,122.366986364982,"LAPTM4B","Significant","Down"
"11746264_a_at",-2.02678163265306,7.77306428571429,-23.2237936320647,2.96487415561189e-58,5.18432919823332e-56,122.167112536079,"LAPTM4B","Significant","Down"
